phrase,target
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure ,input
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn ",input
Operating profit margin increased from 11.2 % to 11.7 % ,input
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 ",input
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 ,input
Marimekko Group 's full-year net sales are estimated to increase by about 10 % ,input
"As a result , the company currently anticipates net sales to increase and the operating result to be positive ",input
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ",input
"However , the broker gave an `` outperform '' recommendation on the stock ",input
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year ",input
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives ,input
EPS grew to 0.04 eur from 0.02 eur ,input
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 ",input
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 ",input
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 ",input
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier ",input
Performance in the second half of 2009 exceeded expectations ,input
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter ",input
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier ",input
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million ,input
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ,input
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier ",input
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board ,input
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year ",input
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of ",input
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 ",input
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory ,input
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 ,input
Sales increased due to growing market rates and increased operations ,input
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon ",input
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased ,input
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria ",input
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 ",input
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden ",input
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 ,input
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % ",input
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter ,input
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 ",input
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 ",input
The acquisition will have an immediate positive impact on Aspocomp 's financial result ,input
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn ,input
The policy was also aimed at making the companies more profitable and competitive ,input
"Profit per share was EUR 1.03 , up from EUR 0.87 ",input
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy ",input
Return on capital employed rose by 4.8 percentage points to 19.6 % ,input
This resulted in improved sales figures in Sweden ,input
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo ",input
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 millio",input
"Department store sales improved by 14 % to EUR 1,070.6 mn ",input
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line ,input
Net sales of Finnish food industry company L+Ã¯Â¿Â½nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 ,input
Diluted EPS rose to EUR3 .68 from EUR0 .50 ,input
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 ",input
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier ,input
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago ,input
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian miner",input
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 ,input
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn ,input
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 ",input
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . '",input
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % ,input
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % ,input
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 ",input
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 ,input
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ",input
"Sales are expected to increase in the end of the year 2006 , however ",input
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur ",input
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila ",input
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres ",input
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period ",input
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 ,input
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 ",input
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 ,input
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said ",input
Cargo volume increased by approximately 5 % ,input
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 ,input
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 ",input
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said ",input
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said ",input
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 ",input
Operating profit of the Asian plants grew markedly ,input
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 ",input
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia ,input
